_id,OBJECTID,GEO_ID,NAME,BOARD_NAME,SOURCE_ADDRESS,ADDRESS_POINT_ID,ADDRESS_NUMBER,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,CENTRELINE_ID,geometry
697,697,30055925,NORTH WEST YEAR ROUND ALTERNATIVE,Toronto District School Board,425 PATRICIA AVE,30055925,425,425 Patricia Ave,M2R 2N1,North York,Toronto,,7156908,MULTIPOINT (-79.4411616324684 43.784556440757)
698,698,11129857,NORTH YORK LINC,Toronto District School Board,685 SHEPPARD AVE E,11129857,685,685 Sheppard Ave E,M2K 1B6,North York,Toronto,,11129851,MULTIPOINT (-79.3783925771831 43.7683164393716)
699,699,845013,NORTHERN SECONDARY SCHOOL,Toronto District School Board,851 MOUNT PLEASANT RD,845013,851,851 Mount Pleasant Rd,M4P 2L5,former Toronto,Toronto,Northern Secondary School,1138214,MULTIPOINT (-79.3901642998392 43.7105370975811)
700,700,33244,NORTHLEA ELEMENTARY & MIDDLE SCHOOL,Toronto District School Board,305 RUMSEY RD,33244,305,305 Rumsey Rd,M4G 1R4,East York,Toronto,Northlea Public School,222,MULTIPOINT (-79.3696628900613 43.7144436649986)
701,701,11541973,NORTHMOUNT SCHOOL,,26 MALLARD RD,11541973,26,26 Mallard Rd,M3B 1S3,North York,Toronto,,11541970,MULTIPOINT (-79.3499322133745 43.7477223222724)
702,702,30030280,NORTHVIEW HEIGHTS SECONDARY SCHOOL  ,Toronto District School Board,550 FINCH AVE W,30030280,550,550 Finch Ave W,M2R 1N6,North York,Toronto,Northview Heights Secondary School,20092034,MULTIPOINT (-79.4461177069985 43.7738827738809)
703,703,14198771,NORWAY JUNIOR PUBLIC SCHOOL,Toronto District School Board,390 KINGSTON RD,14198771,390,390 Kingston Rd,M4L 1T9,former Toronto,Toronto,Norway Public School,1140851,MULTIPOINT (-79.3066687042731 43.676279047019)
704,704,6294727,NOTRE DAME CATHOLIC HIGH SCHOOL,Toronto Catholic District School Board,12 MALVERN AVE,6294727,12,12 Malvern Ave,M4E 3E1,former Toronto,Toronto,Notre Dame High School,1140104,MULTIPOINT (-79.2931313771107 43.6806857787975)
705,705,993855,NOTRE DAME DE GRACE CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,59 CLEMENT RD,993855,59,59 Clement Rd,M9R 1Y5,Etobicoke,Toronto,Notre Dame De Grace Catholic Elementary School,909476,MULTIPOINT (-79.5598091719247 43.6792638342705)
706,706,7955771,OAK LEARNERS,,394 ROYAL YORK RD,7955771,394,394 Royal York Rd,M8Y 2R3,Etobicoke,Toronto,,7955692,MULTIPOINT (-79.4998646876554 43.61902210479)
707,707,523032,OAKDALE PARK MIDDLE SCHOOL,Toronto District School Board,315 GRANDRAVINE DR,523032,315,315 Grandravine Dr,M3N 1J5,North York,Toronto,Oakdale Park Middle School,30100304,MULTIPOINT (-79.5119920580985 43.7474650745775)
708,708,315052,OAKRIDGE JUNIOR PUBLIC SCHOOL,Toronto District School Board,110 BYNG AVE,315052,110,110 Byng Ave,M1L 3P1,Scarborough,Toronto,Oakridge Junior Public School,112907,MULTIPOINT (-79.2815887508899 43.6954675997844)
709,709,12116136,OAKWOOD COLLEGIATE INSTITUTE,Toronto District School Board,991 ST CLAIR AVE W,12116136,991,991 St Clair Ave W,M6E 1A3,former Toronto,Toronto,Oakwood Collegiate Institute,12116129,MULTIPOINT (-79.4363790055539 43.6786558887327)
710,710,13972658,OAKWOOD VILLAGE MONTESSORI SCHOOL,,473 OAKWOOD AVE,13972658,473,473 Oakwood Ave,M6E 2W4,York,Toronto,,8083,MULTIPOINT (-79.4398412899027 43.6910539306298)
711,711,3948771,OASIS ALTERNATIVE SECONDARY SCHOOL,Toronto District School Board,20 BRANT ST,3948771,20,20 Brant St,M5V 2M1,former Toronto,Toronto,Alpha Alternative Junior Public School,14036014,MULTIPOINT (-79.3982225847432 43.6457220331711)
712,712,12631087,OCAD UNIVERSITY - ABOVEGRD ART SUPPLIES  ,,74 MCCAUL ST,12631087,74,74 Mc Caul St,M5T 3K2,former Toronto,Toronto,,12631085,MULTIPOINT (-79.3909129640243 43.6524633700801)
713,713,12631093,OCAD UNIVERSITY - ANNEX BUILDING  ,,113 MCCAUL ST,12631093,113,113 Mc Caul St,,former Toronto,Toronto,,12631085,MULTIPOINT (-79.3910771987989 43.6539177497683)
714,714,10947998,OCAD UNIVERSITY - INCLUSIVE DESIGN INSTITUTE  ,,49 MCCAUL ST,10947998,49,49 Mc Caul St,,former Toronto,Toronto,,10947999,MULTIPOINT (-79.3900624572398 43.6515933301785)
715,715,14606896,OCAD UNIVERSITY - MAIN BUILDING,,100 MCCAUL ST,14606896,100,100 Mc Caul St,M5T 1W1,former Toronto,Toronto,,12631085,MULTIPOINT (-79.3912049793858 43.6530033697216)
716,716,12631086,OCAD UNIVERSITY - ROSALIE SHARP PAVILION  ,,115 MCCAUL ST,12631086,115,115 Mc Caul St,,former Toronto,Toronto,,12631085,MULTIPOINT (-79.3911552491293 43.6540223298403)
717,717,14208234,OCAD UNIVERSITY - STUDENT CENTRE ,,51 MCCAUL ST,14208234,51,51 Mc Caul St,M5T 2W7,former Toronto,Toronto,,10947999,MULTIPOINT (-79.3901495341339 43.6518576127575)
718,718,7796143,OCAD UNIVERSITY - THE LEARNING ZONE  ,,122 ST PATRICK ST,7796143,122,122 St Patrick St,M5T 2X8,former Toronto,Toronto,,14121645,MULTIPOINT (-79.3901433056414 43.653472351184)
719,719,8609165,O'CONNOR PUBLIC SCHOOL,Toronto District School Board,1665 O'CONNOR DR,8609165,1665,1665 O'Connor Dr,M4A 1W5,North York,Toronto,O'Connor Public School,8609163,MULTIPOINT (-79.304152132862 43.7165073254377)
720,720,853889,OGDEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,33 PHOEBE ST,853889,33,33 Phoebe St,M5T 1A8,former Toronto,Toronto,Ogden Public School,20089930,MULTIPOINT (-79.395126856022 43.6500136150807)
721,721,990939,OLIVET NEW CHURCH  ,,279 BURNHAMTHORPE RD,990939,279,279 Burnhamthorpe Rd,M9B 1Z6,Etobicoke,Toronto,,911255,MULTIPOINT (-79.5448717545436 43.6500467208584)
722,722,507995,ONE DIRECTION ACADEMY SECONDARY SCHOOL,,885 DON MILLS RD,507995,885,885 Don Mills Rd,M3C 1V9,North York,Toronto,,444376,MULTIPOINT (-79.3392782442758 43.725002565788)
723,723,20258267,ONTARIO ACADEMY OF INTERNATIONAL EDUCATION,,4 LANSING SQ,20258267,4,4 Lansing Sq,M2J 5A2,North York,Toronto,,438287,MULTIPOINT (-79.3252164120635 43.774082570705)
724,724,800592,ONTARIO ACADEMY OF TECHNOLOGY SECONDARY SCHOOL,,55 EGLINTON AVE E,800592,55,55 Eglinton Ave E,M4P 1G8,former Toronto,Toronto,Canadian Unitarian Council,1138300,MULTIPOINT (-79.3960778235993 43.7069069156029)
725,725,13501978,ONTARIO INTERNATIONAL COLLEGE,,501 CONSUMERS RD,13501978,501,501 Consumers Rd,M2J 5E2,North York,Toronto,,438663,MULTIPOINT (-79.3247855638345 43.7707004337905)
726,726,515118,ORAYNU CHILDREN'S SCHOOL,,131 FENN AVE,515118,131,131 Fenn Ave,M2P 1X7,North York,Toronto,St Andrew's Middle School,441207,MULTIPOINT (-79.3903297628128 43.7515973528757)
727,727,9947932,ORDE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,18 ORDE ST,9947932,18,18 Orde St,M5T 1N7,former Toronto,Toronto,Orde Street Junior Public School,30106991,MULTIPOINT (-79.3922600824158 43.6586274865643)
728,728,7323683,ORIOLE PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,80 BRAEMAR AVE,7323683,80,80 Braemar Ave,M5P 2L4,former Toronto,Toronto,Oriole Park Junior Public School,7323668,MULTIPOINT (-79.4096932774579 43.7025715516779)
729,729,9486678,OSSINGTON OLD ORCHARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,380 OSSINGTON AVE,9486678,380,380 Ossington Ave,M6J 3A5,former Toronto,Toronto,Ossington/Old Orchard Public School,14019831,MULTIPOINT (-79.4225997592765 43.6527076700775)
730,730,388154,OUR LADY OF FATIMA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3176 ST CLAIR AVE E,388154,3176,3176 St Clair Ave E,M1L 1V6,Scarborough,Toronto,Our Lady Of Fatima Catholic School,112339,MULTIPOINT (-79.2936158401158 43.7101599387009)
731,731,313294,OUR LADY OF GRACE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,121 BRIMWOOD BLVD,313294,121,121 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Our Lady Of Grace Catholic School,103854,MULTIPOINT (-79.275044466151 43.8124790853726)
732,732,10906432,OUR LADY OF GUADALUPE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,3105 DON MILLS RD,10906432,3105,3105 Don Mills Rd,M2J 3C2,North York,Toronto,Our Lady of Guadalupe,10906429,MULTIPOINT (-79.3533482302606 43.7898742436904)
733,733,10923487,OUR LADY OF LOURDES CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,444 SHERBOURNE ST,10923487,444,444 Sherbourne St,M4X 1K2,former Toronto,Toronto,Our Lady Of Lourdes Catholic School,10923460,MULTIPOINT (-79.3746955627633 43.6660434935425)
734,734,9530460,OUR LADY OF PEACE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,70 MATTICE AVE,9530460,70,70 Mattice Ave,M9B 1T6,Etobicoke,Toronto,Our Lady Of Peace Catholic School,9530456,MULTIPOINT (-79.54107815468 43.6465122489888)
735,735,13971319,OUR LADY OF PERPETUAL HELP CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,1 1/2 GARFIELD AVE,13971319,1 1/2,1 1/2 Garfield Ave,M4T 1E6,former Toronto,Toronto,Our Lady Of Perpetual Help C S,7944486,MULTIPOINT (-79.3834646497375 43.687105081373)
736,736,1019749,OUR LADY OF SORROWS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,32 MONTGOMERY RD,1019749,32,32 Montgomery Rd,M8X 1Z4,Etobicoke,Toronto,Our Lady of Sorrows,911305,MULTIPOINT (-79.5189670333434 43.6482193681748)
737,737,521683,OUR LADY OF THE ASSUMPTION CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,125 GLENMOUNT AVE,521683,125,125 Glenmount Ave,M6B 3C2,North York,Toronto,Our Lady of the Assumption Catholic School,445392,MULTIPOINT (-79.4316993861152 43.7163703521353)
738,738,9531820,OUR LADY OF VICTORY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,70 GUESTVILLE AVE,9531820,70,70 Guestville Ave,M6N 4N3,York,Toronto,Our Lady Of Victory Catholic School,8787,MULTIPOINT (-79.4898300918393 43.6836610022383)
739,739,348652,OUR LADY OF WISDOM CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,10 JAPONICA RD,348652,10,10 Japonica Rd,M1R 4R7,Scarborough,Toronto,Our Lady Of Wisdom Catholic School,109091,MULTIPOINT (-79.3083463663182 43.7619465822385)
740,740,548156,OVERLAND LEARNING CENTRE,Toronto District School Board,55 OVERLAND DR,548156,55,55 Overland Dr,M3C 2C3,North York,Toronto,Overland Learning Centre,443301,MULTIPOINT (-79.3484836114523 43.73179772358)
741,741,3244814,OVERLEA LINC,Toronto District School Board,14 OVERLEA BLVD,3244814,14,14 Overlea Blvd,M4H 1A4,East York,Toronto,,3244866,MULTIPOINT (-79.3516723795906 43.7036208897604)
742,742,548301,OWEN PUBLIC SCHOOL,Toronto District School Board,111 OWEN BLVD,548301,111,111 Owen Blvd,M2P 1G6,North York,Toronto,Owen Public School,441294,MULTIPOINT (-79.3925162004247 43.7490561850855)
743,743,14627062,OXFORD COLLEGE OF CANADA ,,5231 YONGE ST,14627062,5231,5231 Yonge St,M2N 5P8,North York,Toronto,,438723,MULTIPOINT (-79.4130125710801 43.7716700753423)
744,744,20237239,OXFORD COLLEGE OF CANADA SECONDARY SCHOOL,,155 CONSUMERS RD,20237239,155,155 Consumers Rd,M2J 0A3,North York,Toronto,,438551,MULTIPOINT (-79.3327116127359 43.7732105926064)
745,745,2119861,P T MONTESSORI SCHOOL,,280 CULFORD RD,2119861,280,280 Culford Rd,M6L 2V3,North York,Toronto,Elverston Trethewey United,2119854,MULTIPOINT (-79.4908558223165 43.7131715599365)
746,746,6619760,PALMERSTON AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,734 PALMERSTON AVE,6619760,734,734 Palmerston Ave,M6G 2R4,former Toronto,Toronto,Palmerston Avenue Public School,6619772,MULTIPOINT (-79.4152049534391 43.6681449064113)
747,747,14615167,PAPE AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,220 LANGLEY AVE,14615167,220,220 Langley Ave,M4K 1B9,former Toronto,Toronto,Pape Avenue Junior Public School,14022329,MULTIPOINT (-79.3418936177203 43.670351887554)
748,748,7684096,PARK LANE PUBLIC SCHOOL,Toronto District School Board,60 PARK LANE CRCL,7684096,60,60 Park Lane Crcl,M3C 2N2,North York,Toronto,Park Lane Public School,7683816,MULTIPOINT (-79.3668200605055 43.7289236202676)
749,749,985525,PARK LAWN JUNIOR MIDDLE SCHOOL,Toronto District School Board,71 BALLACAINE DR,985525,71,71 Ballacaine Dr,M8Y 4B6,Etobicoke,Toronto,Park Lawn Junior Middle School,912249,MULTIPOINT (-79.4964469164461 43.6377066076306)
750,750,8648700,PARK PLACE LINC CENTRE,Toronto Catholic District School Board,2299 DUNDAS ST W,8648700,2299,2299 Dundas St W,M6R 1X7,former Toronto,Toronto,,8648660,MULTIPOINT (-79.4526501183165 43.6555487280857)
751,751,8168404,PARKDALE COLLEGIATE INSTITUTE,Toronto District School Board,209 JAMESON AVE,8168404,209,209 Jameson Ave,M6K 2Y3,former Toronto,Toronto,Parkdale Collegiate Institute,8168402,MULTIPOINT (-79.4360685050841 43.6396575139163)
752,752,10180114,PARKDALE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,78 SEAFORTH AVE,10180114,78,78 Seaforth Ave,M6K 3L2,former Toronto,Toronto,Parkdale Junior & Senior Public School,10180125,MULTIPOINT (-79.4367985750645 43.6431872870807)
753,753,1026461,PARKFIELD JUNIOR SCHOOL,Toronto District School Board,31 REDGRAVE DR,1026461,31,31 Redgrave Dr,M9R 3T9,Etobicoke,Toronto,Parkfield Junior Public School,909329,MULTIPOINT (-79.5697578514709 43.6822877769246)
754,754,6427685,PARKSIDE ELEMENTARY SCHOOL,Toronto District School Board,401 CEDARVALE AVE,6427685,401,401 Cedarvale Ave,M4C 4K7,East York,Toronto,Parkside Elementary School - Building Grounds,30118988,MULTIPOINT (-79.3163183865433 43.6994434678363)
755,755,373500,PARKVIEW ALTERNATIVE SCHOOL,Toronto District School Board,1641 PHARMACY AVE,373500,1641,1641 Pharmacy Ave,M1R 2L2,Scarborough,Toronto,,108595,MULTIPOINT (-79.313002607885 43.7673772800379)
756,756,8418224,PAUL PENNA DOWNTOWN JEWISH DAY SCHOOL,,750 SPADINA AVE,8418224,750,750 Spadina Ave,M5S 2J2,former Toronto,Toronto,Miles Nadal Jewish Community Centre,8418213,MULTIPOINT (-79.4040622529608 43.666206580872)
757,757,329105,PAULINE JOHNSON JUNIOR PUBLIC SCHOOL,Toronto District School Board,35 DUNMURRAY BLVD,329105,35,35 Dunmurray Blvd,M1T 2K2,Scarborough,Toronto,Pauline Johnson Public School,106690,MULTIPOINT (-79.3035712981415 43.7851298582651)
758,758,9638081,PAULINE JUNIOR PUBLIC SCHOOL,Toronto District School Board,100 PAULINE AVE,9638081,100,100 Pauline Ave,M6H 3M8,former Toronto,Toronto,Pauline Public School,14012736,MULTIPOINT (-79.4391436705617 43.6624891075822)
759,759,519066,PELMO PARK PUBLIC SCHOOL,Toronto District School Board,180 GARY DR,519066,180,180 Gary Dr,M9N 2M1,North York,Toronto,Pelmo Park Public School,445999,MULTIPOINT (-79.5181161605692 43.7120567278162)
760,760,397655,PERCY WILLIAMS JUNIOR PUBLIC SCHOOL,Toronto District School Board,35 WHITE HEATHER BLVD,397655,35,35 White Heather Blvd,M1V 1P6,Scarborough,Toronto,Percy Williams Public School,103968,MULTIPOINT (-79.2656585281205 43.8126668817723)
761,761,8985455,PERE PHILIPPE LAMARCHE HIGH SCHOOL,Conseil scolaire de district catholique Centre-Sud,2850 EGLINTON AVE E,8985455,2850,2850 Eglinton Ave E,M1J 2C8,Scarborough,Toronto,Pere Philippe Lamarche High School,8985453,MULTIPOINT (-79.24070575989 43.7388885327578)
762,762,8431734,PERTH AVENUE JUNIOR PUBLIC SCHOOL,Toronto District School Board,14 RUSKIN AVE,8431734,14,14 Ruskin Ave,M6P 3P8,former Toronto,Toronto,Perth Avenue Junior Public School,8431729,MULTIPOINT (-79.4524196858968 43.6628313614165)
763,763,14206471,PETRE COLLEGE,,3359 YONGE ST,14206471,3359,3359 Yonge St,M4N 2M6,former Toronto,Toronto,,10948010,MULTIPOINT (-79.4035136917991 43.7316256868857)
764,764,7561629,PHOENIX MONTESSORI   ,,2 STATION RD,7561629,2,2 Station Rd,M8V 2P9,Etobicoke,Toronto,Wesley Mimico United Church,7561397,MULTIPOINT (-79.4936820745085 43.6129864450894)
765,765,576369,PIERRE LAPORTE MIDDLE SCHOOL,Toronto District School Board,1270 WILSON AVE,576369,1270,1270 Wilson Ave,M3M 1H5,North York,Toronto,Pierre Laporte Middle School,444500,MULTIPOINT (-79.4921243121893 43.7250745328027)
766,766,551399,PINEWAY PUBLIC SCHOOL,Toronto District School Board,110 PINEWAY BLVD,551399,110,110 Pineway Blvd,M2H 1A8,North York,Toronto,"Pineway Public School,Pineway Park",30108298,MULTIPOINT (-79.3745155238261 43.7964177776079)
